old_team,base_price_cr,base_price,id,name,mtc,overseas,player_transfer,retained,role,sold,sold_price_cr,sold_price,team_id,Ct,St,Mat,Ave,SR,100,50,4s,6s,BoundaryPercentage,BAve,Econ,BSR,Wkts
,2.0,20000000,398666,Sean Abbott,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0,20000000,267192,Steven Smith,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0,20000000,296597,James Vince,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0,20000000,337790,Rassie van der Dussen,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0,20000000,244497,Adil Rashid,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0,20000000,288284,Josh Hazlewood,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2.0,20000000,662235,Josh Inglis,0,1,0,0,wk/batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,355269,James Neesham,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,391485,Jason Holder,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,826901,Daniel Sams,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,232359,Colin Munro,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,232364,Tim Southee,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,288992,Chris Jordan,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,459257,Tymal Mills,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.5,15000000,669365,Phil Salt,0,1,0,0,wk/batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,221140,David Wiese,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,326968,Michael Bracewell,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,327830,Dwaine Pretorius,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,505120,Ashton Agar,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,265564,Wayne Parnell,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,450860,Adam Milne,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,625960,Kyle Jamieson,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,961713,Riley Meredith,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1.0,10000000,297628,Sam Billings,0,1,0,0,wk/batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,670013,Fabian Allen,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,959759,Finn Allen,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,506612,Matt Henry,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,527776,Ollie Robinson,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,533042,Billy Stanlake,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,538506,Taskin Ahmed,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.75,7500000,559066,Ish Sodhi,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,230371,Ben Cutting,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,267724,Keshav Maharaj,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,437316,Dasun Shanaka,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,452044,Hanuma Vihari,0,0,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,269280,Reeza Hendricks,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,398439,Karun Nair,0,0,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,524049,Najibullah Zadran,0,1,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,326017,Siddarth Kaul,0,0,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,360911,Varun Aaron,0,0,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,379145,Tabraiz Shamsi,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,473191,Richard Gleeson,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,530812,Akeal Hosein,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,537126,Barinder Sran,0,0,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,552152,Dushmantha Chameera,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,333066,Johnson Charles,0,1,0,0,wk/batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.5,5000000,629074,Kusal Mendis,0,1,0,0,wk/batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.3,3000000,1070188,Kamlesh Nagarkoti,0,0,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,642525,Sarfaraz Khan,0,0,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,532856,Manan Vohra,0,0,0,0,batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,1356971,Shamar Joseph,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,310525,Chris Wood,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,348109,Paul van Meekeren,0,1,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,527663,Jagadeesha Suchith,0,0,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,528067,Murugan Ashwin,0,0,0,0,bowler,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.2,2000000,333904,Aditya Tare,0,0,0,0,wk/batsman,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,234675,Ravindra Jadeja,0,0,0,1,all-rounder,1,16.0,160000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,8917,Moeen Ali,0,1,0,1,all-rounder,1,8.0,80000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,714451,Shivam Dube,0,0,0,1,all-rounder,1,4.0,40000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,502714,Mitchell Santner,0,1,0,1,all-rounder,1,1.9,19000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,475281,Shardul Thakur,0,0,0,0,all-rounder,1,4.0,40000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,1060380,Ruturaj Gaikwad,0,0,0,1,batsman,1,6.0,60000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,379140,Devon Conway,0,1,0,1,batsman,1,1.0,10000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,277916,Ajinkya Rahane,0,0,0,1,batsman,1,0.5,5000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,447261,Deepak Chahar,0,0,0,1,bowler,1,14.0,140000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,330902,Mustafizur Rahman,0,1,0,0,bowler,1,2.0,20000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,2.0,20000000,28081,MS Dhoni,0,0,0,1,wk/batsman,1,12.0,120000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,1.0,10000000,381743,Daryl Mitchell,0,1,0,0,all-rounder,1,14.0,140000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,1.0,10000000,1138316,Maheesh Theekshana,0,1,0,1,bowler,1,0.7,7000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,1.0,10000000,1194795,Matheesha Pathirana,0,1,0,1,bowler,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.5,5000000,959767,Rachin Ravindra,0,1,0,0,all-rounder,1,1.8,18000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.5,5000000,1125688,Mukesh Chowdhary,0,0,0,1,bowler,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.5,5000000,822553,Tushar Deshpande,0,0,0,1,bowler,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1175429,Rajvardhan Hangargekar,0,0,0,1,all-rounder,1,1.5,15000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1292506,Nishant Sindhu,0,0,0,1,all-rounder,1,0.6,6000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1059570,Ajay Mandal,0,0,0,1,all-rounder,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1175489,Sameer Rizvi,0,0,0,0,batsman,1,8.4,84000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1292497,Shaik Rasheed,0,0,0,1,batsman,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1252337,Prashant Solanki,0,0,0,1,bowler,1,1.2,12000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1159722,Simarjeet Singh,0,0,0,1,bowler,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSK,0.2,2000000,1408675,Aravelly Avanish,0,0,0,0,wk/batsman,1,0.2,2000000,4343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,554691,Axar Patel,0,0,0,1,all-rounder,1,12.0,120000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,272450,Mitchell Marsh,0,1,0,1,all-rounder,1,6.5,65000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,1070168,Prithvi Shaw,0,0,0,1,batsman,1,8.0,80000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,219889,David Warner,0,1,0,1,batsman,1,6.25,62500000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,911707,Harry Brook,0,1,0,0,batsman,1,4.0,40000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,481979,Anrich Nortje,0,1,0,1,bowler,1,6.5,65000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,236779,Ishant Sharma,0,0,0,1,bowler,1,0.5,5000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,542023,Lungi Ngidi,0,1,0,1,bowler,1,0.5,5000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,2.0,20000000,931581,Rishabh Pant,0,0,0,1,wk/batsman,1,16.0,160000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,1.5,15000000,942645,Khaleel Ahmed,0,0,0,1,bowler,1,5.25,52500000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,1.5,15000000,774223,Jhye Richardson,0,1,0,0,bowler,1,5.0,50000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,1.0,10000000,926851,Mukesh Kumar,0,0,0,1,bowler,1,5.5,55000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.75,7500000,581379,Shai Hope,0,1,0,0,wk/batsman,1,0.75,7500000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.5,5000000,930189,Lalit Yadav,0,0,0,1,all-rounder,1,0.65,6500000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.5,5000000,1292498,Yash Dhull,0,0,0,1,all-rounder,1,0.5,5000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.5,5000000,595978,Tristan Stubbs,0,1,0,0,wk/batsman,1,0.5,5000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.5,5000000,1277545,Abishek Porel,0,0,0,1,wk/batsman,1,0.2,2000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,1168049,Jake Fraser-McGurk,0,1,0,0,all-rounder,0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,1159734,Sumit Kumar,0,0,0,0,all-rounder,1,1.0,10000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,777515,Praveen Dubey,0,0,0,1,all-rounder,1,0.5,5000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,1292520,Vicky Ostwal,0,0,0,1,all-rounder,1,0.2,2000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,1403198,Swastik Chikara,0,0,0,0,batsman,1,0.2,2000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,1161489,Rasikh Salam,0,0,0,0,bowler,1,0.2,2000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,559235,Kuldeep Yadav,0,0,0,1,bowler,1,2.0,20000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,1207295,Kumar Kushagra,0,0,0,0,wk/batsman,1,7.2,72000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,0.2,2000000,642531,Ricky Bhui,0,0,0,0,wk/batsman,1,0.2,2000000,4344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,423838,Rahul Tewatia,0,0,0,1,all-rounder,1,9.0,90000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,1070173,Shubman Gill,0,0,0,1,batsman,1,8.0,80000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,321777,David Miller,0,1,0,1,batsman,1,3.0,30000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,277906,Kane Williamson,0,1,0,1,batsman,1,2.0,20000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,376116,Umesh Yadav,0,0,0,0,bowler,1,5.8,58000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,793463,Rashid Khan,0,1,0,1,bowler,1,15.0,150000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,481896,Mohammed Shami,0,0,0,1,bowler,1,6.25,62500000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,928067,Josh Little,0,1,0,1,bowler,1,4.4,44000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,230193,Matthew Wade,0,1,0,1,wk/batsman,1,2.4,24000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2.0,20000000,279810,Wriddhiman Saha,0,0,0,1,wk/batsman,1,1.9,19000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,1.5,15000000,477021,Vijay Shankar,0,0,0,1,all-rounder,1,1.4,14000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,1.0,10000000,447587,Jayant Yadav,0,0,0,1,all-rounder,1,1.7,17000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,1.0,10000000,1151288,Sai Sudharsan,0,0,0,1,all-rounder,1,0.2,2000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,1.0,10000000,1048739,R Sai Kishore,0,0,0,1,bowler,1,3.0,30000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,1.0,10000000,537119,Mohit Sharma,0,0,0,1,bowler,1,0.5,5000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,1.0,10000000,1182529,Noor Ahmad,0,1,0,1,bowler,1,0.3,3000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.5,5000000,819429,Azmatullah Omarzai,0,1,0,0,all-rounder,1,0.5,5000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.5,5000000,778963,Abhinav Manohar,0,0,0,1,batsman,1,2.6,26000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.5,5000000,1123718,Spencer Johnson,0,1,0,0,bowler,1,10.0,100000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.4,4000000,719719,M Shahrukh Khan,0,0,0,0,all-rounder,1,7.4,74000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.2,2000000,1111917,Darshan Nalkande,0,0,0,1,all-rounder,1,0.2,2000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.2,2000000,1122918,Kartik Tyagi,0,0,0,0,bowler,1,0.6,6000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.2,2000000,1175426,Manav Suthar,0,0,0,0,bowler,1,0.2,2000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.2,2000000,1175457,Sushant Mishra,0,0,0,0,bowler,1,2.2,22000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,0.2,2000000,1350762,Robin Minz,0,0,0,0,wk/batsman,1,3.6,36000000,6904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,276298,Andre Russell,0,1,0,1,all-rounder,1,16.0,160000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,604527,Nitish Rana,0,0,0,1,all-rounder,1,8.0,80000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,851403,Venkatesh Iyer,0,0,0,1,all-rounder,1,8.0,80000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,642519,Shreyas Iyer,0,0,0,1,batsman,1,12.25,122500000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,298438,Jason Roy,0,1,0,1,batsman,1,2.8,28000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,723105,Rinku Singh,0,0,0,1,batsman,1,0.55,5500000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,1108375,Varun Chakravarthy,0,0,0,1,bowler,1,12.0,120000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,311592,Mitchell Starc,0,1,0,0,bowler,1,24.75,247500000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,230558,Sunil Narine,0,1,0,1,bowler,1,6.0,60000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,2.0,20000000,974109,Mujeeb Ur Rahman,0,1,0,0,bowler,1,2.0,20000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,1.5,15000000,914541,Sherfane Rutherford,0,1,0,0,batsman,1,1.5,15000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,1.5,15000000,974087,Rahmanullah Gurbaz,0,1,0,1,wk/batsman,1,0.5,5000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,1.0,10000000,1039481,Gus Atkinson,0,1,0,0,bowler,1,1.0,10000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.5,5000000,1079839,Anukul Roy,0,0,0,1,all-rounder,1,0.2,2000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.5,5000000,290630,Manish Pandey,0,0,0,0,batsman,1,0.5,5000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.5,5000000,1131754,Chetan Sakariya,0,0,0,0,bowler,1,0.5,5000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.5,5000000,1312645,Harshit Rana,0,0,0,1,bowler,1,0.2,2000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.5,5000000,1350792,Suyash Sharma,0,0,0,1,bowler,1,0.2,2000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.5,5000000,529436,KS Bharat,0,0,0,0,wk/batsman,1,0.5,5000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.2,2000000,1079470,Ramandeep Singh,0,0,0,0,all-rounder,1,0.2,2000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.2,2000000,1292495,Angkrish Raghuvanshi,0,0,0,0,batsman,1,0.2,2000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKR,0.2,2000000,1340422,Sakib Hussain,0,0,0,0,bowler,1,0.2,2000000,4341.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
